#This file contains the generated points and directions with the tangent plane method
#x	y	theta	phi	dir_x	dir_y	dir_z	pos_x	pos_y	pos_z

78.3028	-13.86	0.96647	0.197481	160.519	32.1179	113.036	-114.172	-36.9791	-177.47
68.7044	6.29862	0.672765	0.638077	99.5749	73.8406	155.587	-60.1653	-36.7747	-198.4
181.995	-23.1941	0.329018	1.98017	-25.5854	58.9671	188.264	-21.6924	108.266	-247.069
188.526	116.146	0.506462	0.149869	95.4187	14.4083	173.961	50.2516	125.051	-265.413
26.6934	-65.313	0.809336	0.533084	124.014	73.1769	137.261	-74.9605	-120.067	-156.582
 157.78	18.2572	0.843394	0.726596	111.058	98.7094	132.278	-44.7713	-15.3666	-250.124
125.198	163.315	0.950816	5.26686	85.2454	-137.653	115.585	91.9001	161.793	-217.482
-2.12106	185.155	1.23913	6.13619	186.064	-27.5487	64.7776	-159.629	210.809	-62.7721
124.041	145.696	0.651597	1.27619	35.0314	115.447	158.176	-145.812	21.236	-233.402
-183.45	10.9008	0.569332	5.70686	89.9168	-58.4402	167.555	-213.53	151.782	-68.6628
-65.0618	-118.713	0.765117	6.13818	136.34	-19.9092	143.492	-199.93	-90.7774	-98.4284
-104.061	-128.355	0.414399	3.3704	-78.0114	-18.1676	182.096	141.669	164.783	-140.197
136.853	157.251	0.353974	0.666459	54.2008	42.6293	186.601	-50.515	160.33	-234.038
136.036	-112.643	0.849618	3.17117	-149.34	-4.41801	131.351	56.2278	114.356	-233.517
-38.8017	-82.5194	1.02677	6.17344	169.191	-18.6436	102.965	-198.191	-61.1796	-69.7649
-91.7354	-46.8351	1.04657	3.50593	-160.915	-61.3667	99.5761	187.13	121.489	-20.1599
-71.6335	99.5323	0.202747	1.54188	1.15822	40.0408	194.86	-102.678	-107.3	-180.436
-46.4121	-167.721	0.890211	3.32749	-151.949	-28.5774	125.179	149.65	198.806	-89.1074
-180.353	8.34559	0.612616	0.20175	112.069	22.9219	162.757	-258.304	-44.3133	-59.0528
111.172	167.054	0.361859	3.03566	-70.0307	7.44617	186.052	-51.0215	-162.571	-225.408
196.958	99.6959	1.14316	1.33893	41.5969	176.176	82.5019	-119.855	-73.7706	-261.724
-175.213	134.423	1.12933	1.11356	79.4028	161.386	84.9982	-233.067	-169.215	73.416
121.602	138.384	0.200732	0.685201	30.7121	25.101	194.94	-26.0208	157.456	-219.186
-134.063	-181.222	1.30672	0.14147	190.12	27.0771	51.9251	-199.211	-211.423	77.4907
191.702	-31.9794	0.718533	4.44421	-34.7002	-126.274	149.752	-34.3745	-4.40186	-275.946
-88.7322	36.4719	0.931669	4.01153	-102.966	-122.033	118.663	164.973	138.966	-47.4454
-45.0174	-168.807	1.26467	3.93105	-133.583	-134.671	59.9515	23.289	263.182	-17.027
136.581	-170.256	0.631901	4.25041	-52.375	-105.189	160.521	-149.156	82.42	-241.197
-104.255	169.449	0.368934	1.9708	-27.937	66.0769	185.549	-90.2687	-221.627	-147.952
-192.608	184.441	0.183652	0.82591	24.6275	26.7084	195.589	-288.593	-40.8955	-160.415
144.463	144.516	0.598265	0.017116	112.025	1.91762	164.382	4.85541	144.621	-245.745
165.538	114.881	0.594656	1.74042	-18.8142	109.848	164.786	-117.567	5.91223	-257.524
-185.383	-85.4196	0.262717	4.52962	-9.39015	-50.8037	192.109	-42.0688	242.37	-143.964
-160.283	-99.3237	0.931779	0.177974	157.159	28.2692	118.646	-233.659	-142.948	10.0104
-108.211	-89.0145	0.890323	2.1731	-87.6026	127.418	125.162	199.525	-133.089	-41.0523
-95.056	24.9056	0.38075	5.33311	42.9976	-60.1371	184.688	-74.065	146.409	-149.364
-154.788	-148.208	1.33485	6.00871	186.183	-52.4252	46.5034	-261.182	-80.4276	103.996
-83.8678	-13.5988	0.220412	4.69789	-0.630744	-43.4887	194.122	-11.7798	125.516	-175.786
150.556	-109.544	0.720999	4.32629	-49.4535	-121.656	149.429	-94.6135	58.1438	-248.816
 9.6293	-15.1841	0.235157	5.93512	43.5714	-15.8094	193.459	-39.9477	-1.65811	-195.703
-172.74	88.4424	0.950863	0.657767	128.134	98.9876	115.577	-261.623	-90.352	25.0185
24.5184	-11.5102	0.666369	0.999491	66.4928	103.441	156.377	-46.3888	-93.452	-171.532
-1.08311	-131.12	0.564064	5.29573	58.5825	-88.7669	168.117	-168.523	17.3076	-167.538
150.909	-73.3507	0.531778	6.1253	99.6184	-15.8606	171.463	17.2999	-77.0289	-247.984
-28.8131	-121.064	0.745512	1.82027	-33.3173	130.769	146.165	155.861	-121.394	-126.62
11.0001	156.803	0.80458	3.09823	-143.205	6.21386	137.944	128.787	-162.539	-145.87
-49.3469	151.174	0.689975	1.0411	63.9804	109.272	153.431	-213.668	-65.7318	-122.02
-36.3213	146.583	0.597352	0.609355	91.7531	64.0399	164.485	-200.275	38.9729	-144.055
131.276	-171.366	0.536793	2.20396	-60.1947	82.0117	170.955	131.591	110.33	-238.087
-162.352	-91.3371	1.21009	4.35395	-65.2986	-174.303	70.2106	-0.131885	260.003	81.6936
-3.52623	-105.591	0.792853	2.76517	-131.791	52.0926	139.615	172.907	45.1957	-137.103
124.208	-110.098	0.442055	4.88834	14.8967	-83.7898	179.812	-103.644	-46.0174	-232.948
38.0605	172.448	1.22199	4.53625	-32.7598	-184.062	67.9917	200.26	141.037	-103.76
-105.975	44.9623	1.04368	5.97671	163.92	-51.8713	100.072	-201.181	110.822	-8.48201
166.662	-137.696	1.19276	3.17769	-184.767	-6.67325	73.426	118.323	142.059	-228.32
28.4157	164.523	0.810443	4.7717	8.54469	-143.893	137.101	156.85	134.097	-157.691
165.427	-178.207	0.690389	0.801851	88.0966	91.0443	153.378	128.662	-123.307	-258.728
79.3871	-52.2105	0.874544	0.968451	86.478	125.771	127.586	-14.609	-113.398	-188.496
37.8053	-176.848	0.176815	0.854731	22.9692	26.3975	195.833	134.873	-114.409	-202.483
187.938	-128.042	0.863199	5.76973	131.682	-74.2561	129.309	-88.1656	-97.28	-272.128
65.2865	125.952	0.548667	2.58496	-88.0915	54.8165	169.735	-25.7472	-132.325	-203.785
-93.3958	-107.346	0.5788	5.39373	68.5391	-84.5246	166.532	-201.161	77.6421	-115.443
 168.05	47.6665	0.968564	1.57138	-0.0950168	163.936	112.693	-47.6267	-68.7664	-251.179
-14.7786	-35.7787	0.693145	0.892681	79.7401	98.9885	153.028	-59.0089	-130.287	-143.585
-161.444	173.671	0.345096	4.31581	-25.9943	-62.0739	187.206	244.87	135.126	-132.591
181.815	-9.1697	0.407307	5.58034	60.1291	-50.9391	182.66	61.321	-63.9666	-254.684
 84.721	-175.282	0.955394	4.19297	-80.6298	-141.014	114.842	-95.8109	185.561	-184.02
-104.038	147.684	0.395542	5.87946	70.4886	-30.112	183.574	-100.759	203.638	-143.487
-112.731	-41.6933	0.873159	6.1872	151.754	-14.6111	127.797	-227.836	-19.9497	-41.4042
 32.063	-159.207	0.847968	1.25107	46.8914	141.628	131.597	110.914	-171.533	-155.642
-90.0712	139.077	1.15428	2.2875	-119.508	137.168	80.4843	38.5857	-256.003	1.88613
-73.6761	-44.5098	0.741116	4.28396	-55.7949	-122.165	146.757	37.8878	190.096	-97.0174
100.587	-132.863	0.491582	5.54612	69.5289	-63.1124	175.378	-93.1681	-94.8667	-222.857
85.3738	102.153	0.974599	3.15547	-164.598	-2.28376	111.702	118.082	-100.524	-182.346
-33.9958	-117.587	0.673445	2.07133	-59.5411	108.852	155.503	175.456	-75.7368	-134.3
 28.558	114.271	0.689904	0.39313	116.956	48.5036	153.439	-140.384	65.4887	-171.616
189.405	102.022	0.732464	6.22792	132.825	-7.34815	147.913	13.4237	101.435	-274.57
144.593	96.7954	0.730362	4.1653	-69.0395	-113.346	148.193	95.6753	-28.9975	-244.656
69.2522	47.3228	0.554392	4.16129	-54.8359	-89.22	169.138	64.3219	14.2782	-205.594
16.5919	-45.915	0.916887	1.17771	60.4815	145.854	121.011	-14.2025	-154.118	-134.18
87.6549	46.0556	0.783826	5.29138	76.8494	-117.556	140.889	-4.33204	90.7958	-202.773
-158.84	-81.2363	0.74041	5.50801	95.8581	-93.9185	146.852	-236.465	117.951	-39.7
-44.1728	80.3185	0.586129	4.04188	-68.3767	-86.2156	165.73	154.173	65.1395	-141.296
-10.3923	89.5889	0.737111	0.807112	92.475	96.5808	147.294	-162.506	-40.18	-140.309
198.358	24.1022	1.00517	5.37846	103.778	-132.052	106.618	-19.1383	63.359	-274.082
157.264	-178.912	0.673049	4.20343	-60.4261	-108.292	155.552	-155.728	88.0876	-253.586
56.3982	-40.5379	0.344792	5.84592	60.9135	-28.4739	187.226	-29.9951	-30.727	-206.289
 8.7242	9.38754	0.558687	3.88	-77.9848	-70.9791	168.687	78.8327	59.0572	-173.311
-10.0455	-174.246	0.472032	3.83823	-69.3794	-58.0394	177.18	-35.5615	197.428	-172.613
153.526	-23.9266	0.914945	1.10068	71.4185	140.558	121.317	-7.67649	-67.9276	-242.991
-68.1629	-112.654	0.260431	1.71939	-7.5835	50.6605	192.226	128.747	-99.1215	-174.674
156.471	-117.851	0.953361	3.53641	-149.725	-62.3909	115.172	20.7756	136.331	-242.753
 31.509	103.273	0.938257	3.80061	-126.848	-98.2477	117.609	175.359	5.19412	-143.022
-54.042	155.403	0.740822	3.07726	-133.982	8.63151	146.796	163.787	-166.276	-110.324
106.651	84.1264	0.501163	4.02882	-60.3628	-74.1036	174.47	66.5151	-51.5477	-225.71
134.072	34.4671	0.386361	6.02129	72.4065	-19.4084	184.27	56.4721	20.5467	-234.791
 38.182	-77.7847	0.687089	3.72515	-105.3	-69.5255	153.795	37.8079	118.173	-178.014
-101.337	-122.559	0.568546	2.2774	-69.5405	81.4628	167.639	218.199	-66.8392	-113.078
60.7254	141.709	0.897649	0.0822591	155.014	12.7801	124.026	-128.926	131.561	-171.505
-168.177	52.4777	0.982565	0.80709	114.459	119.536	110.387	-216.903	-150.645	29.5234
23.6128	118.512	0.214386	5.75275	36.5069	-21.4116	194.38	43.3515	111.966	-199.404
-196.817	-1.9135	0.554177	3.33083	-102.819	-19.6929	169.161	266.832	53.0546	-65.5869
  40.39	4.13929	0.370945	2.03669	-32.3947	64.4272	185.404	11.7865	-32.6557	-200.045
136.482	-156.431	0.666618	0.858201	80.4223	93.0757	156.346	108.073	-114.187	-240.737
-193.409	-110.612	0.238791	2.28859	-30.9484	35.4435	193.29	237.869	-104.244	-147.543
-46.6697	115.446	0.682772	0.765727	90.4824	86.9909	154.339	-196.595	-28.8621	-124.893
17.0548	8.39154	0.899426	0.584055	129.94	85.8877	123.749	-125.717	-73.0372	-137.102
61.4793	-62.0044	0.695268	1.46009	14.0786	126.656	152.758	52.7617	-86.5858	-192.141
42.9219	84.8541	0.218182	5.79124	37.954	-20.3393	194.218	39.0614	75.3376	-203.509
-190.503	66.351	0.291772	1.99908	-23.7653	52.0551	190.527	39.1804	-245.584	-135.728
189.284	12.814	0.418395	2.9917	-79.9196	12.07	181.775	-93.0114	1.08783	-258.68
110.787	-191.887	0.690692	0.300075	121.072	37.4619	153.34	17.2274	-195.533	-223.919
165.308	173.642	0.102161	1.8636	-5.85589	19.4246	197.897	-207.861	87.9032	-214.756
-32.2994	-96.4591	0.501169	2.98366	-94.3887	15.0326	174.47	137.534	75.7707	-158.951
-89.8605	161.065	0.415268	0.769064	57.6697	55.8159	182.027	-228.767	2.73654	-145.774
49.7046	-192.301	0.542192	3.90607	-74.0896	-71.052	170.403	-89.7421	180.376	-196.051
93.8576	-44.5485	0.568198	1.63726	-7.10916	106.813	167.676	46.3057	-24.9193	-218.182
81.0146	-107.112	0.670026	4.99102	33.9786	-118.775	155.926	-119.495	28.2637	-206.236
0.73936	-171.061	0.658875	1.34807	26.9028	118.785	157.294	140.062	-156	-157.746
166.642	-141.689	0.135145	6.17343	26.6419	-2.93586	197.121	121.967	-155.987	-219.573
30.4454	-48.139	0.595478	4.52153	-21.1679	-109.557	164.694	-30.8785	93.9417	-181.771
155.162	83.081	0.796471	2.04126	-64.4662	126.766	139.102	-58.7689	-67.7189	-250.026
-57.8408	13.0801	0.80968	5.18364	65.3949	-128.341	137.211	-71.8527	169.826	-95.3305
116.074	-162.671	0.715972	4.73374	2.78749	-130.541	150.087	-163.552	39.5156	-226.273
100.177	-126.115	0.932019	3.38388	-155.045	-38.3179	118.607	66.8046	146.42	-199.032
-24.4507	66.4011	0.579063	3.56219	-99.3767	-44.4501	166.503	145.17	-7.80796	-153.123
-106.475	190.121	1.0729	0.398056	161.117	67.7501	95.0066	-281.687	87.7958	-1.45882
-25.8576	-101.975	0.350116	5.65255	55.1109	-40.2356	186.866	-134.858	-27.8029	-177.996
24.8577	94.5741	0.891239	1.15006	63.2018	141.246	125.02	-143.147	-88.3592	-144.356
-95.354	5.86893	0.150302	6.17203	29.604	-3.30431	196.692	-122.65	19.5952	-182.414
-139.049	131.046	0.490034	4.92154	19.44	-91.5894	175.523	83.2781	238.809	-110.079
161.909	-162.846	0.49044	1.18785	35.0119	86.914	175.485	169.406	-15.2832	-251.747
31.2191	9.38641	0.352938	2.82427	-65.3299	21.4558	186.672	34.5689	-21.2328	-197.463
-18.5865	94.5273	0.685386	4.20752	-60.9064	-110.21	154.01	150.6	77.0819	-142.245
-189.63	45.4432	1.24566	4.74466	6.08334	-188.414	63.5464	37.3815	250.423	116.148
 10.497	-170.766	0.752148	1.29046	37.6039	130.608	145.266	128.616	-170.489	-152.438
168.465	-122.667	0.703102	2.63887	-112.714	61.9751	151.755	59.2052	107.434	-260.682
135.719	24.4397	0.898543	1.87214	-46.1977	148.636	123.887	-2.22624	-75.18	-230.076
-9.66297	114.228	0.909411	0.341617	147.916	52.5925	122.188	-191.775	53.046	-114.562
-108.368	146.756	0.605892	3.90096	-82.1679	-77.9973	163.523	247.81	32.8857	-101.808
130.806	130.791	0.839383	1.91815	-50.3986	139.211	132.873	-102.322	-101.583	-230.222
-88.3061	26.7143	0.706494	2.36865	-92.4478	90.173	151.318	121.879	-156.197	-93.9923
-163.542	-4.55613	0.576868	0.878171	69.2832	83.4979	166.742	-153.309	-191.898	-77.5458
-73.8501	185.814	0.316578	3.41592	-59.6159	-16.777	189.049	177.508	-143.078	-166.058
79.9639	55.959	0.725374	5.59695	102.102	-83.624	148.853	-20.3552	89.0038	-201.902
-45.8443	111.506	0.613055	5.99029	109.586	-33.0476	162.707	-113.29	150.631	-136.33
-3.14823	-134.829	0.632173	1.29148	32.4083	112.995	160.489	96.4953	-152.608	-158.629
12.9423	82.0905	0.98653	0.204438	162.479	33.6876	109.73	-172.155	48.1428	-120.525
23.3546	57.4615	0.65514	2.29046	-79.8904	91.149	157.748	24.4712	-115.097	-171.977
46.7064	95.6129	1.22135	2.1083	-95.6968	160.555	68.1105	5.37881	-195.772	-111.994
-167.943	34.4169	0.398055	4.68708	-1.95105	-77.0875	183.381	40.2739	230.98	-118.282
-22.384	-2.45314	0.419431	0.000786782	81.0141	0.0637405	181.691	-101.456	-2.53297	-172.575
-113.045	-72.0071	0.307241	1.49057	4.82143	59.9702	189.619	58.3191	-173.145	-155.431
-115.735	-5.21251	1.04458	4.85441	24.3482	-170.29	99.9176	-37.736	227.096	0.160095
-101.763	89.3601	0.7664	0.0154501	137.954	2.13156	143.315	-212.637	86.0853	-72.7372
 76.736	119.171	0.499978	6.07018	93.2151	-20.1608	174.583	-2.20184	122.402	-211.371
158.279	195.324	0.440921	2.72548	-77.6552	34.3169	179.908	-132.222	-155.116	-247.457
42.8465	53.5788	0.217482	1.49844	3.10299	42.8122	194.248	-53.5173	2.78882	-203.493
-155.713	140.29	0.237286	3.67474	-40.2725	-23.7668	193.36	241.918	-20.1305	-156.758
-28.8022	17.59	1.39957	6.27418	196.017	-1.76588	33.8968	-200.766	19.3994	-5.51576
140.807	-31.8551	0.548753	4.25712	-45.6273	-93.1995	169.726	-35.8059	-0.690771	-243.174
77.6197	23.8717	0.594838	6.06451	108.823	-24.1835	164.765	-40.8877	33.5405	-208.261
-187.367	136.632	0.411537	5.44406	53.1669	-59.2103	182.325	-66.235	278.268	-107.375
10.7088	139.084	0.567058	0.389514	98.8537	40.5782	167.798	-143.313	91.5175	-173.55
181.548	6.86748	0.651423	3.03284	-119.905	13.092	158.197	-24.3583	-4.24871	-268.273
-195.541	179.628	0.742675	1.73773	-22.3537	132.661	146.547	-130.842	-304.553	-14.3108
66.1749	-107.245	0.915589	3.45444	-150.083	-48.5476	121.216	78.7111	138.177	-173.687
-4.03708	-106.118	0.714254	4.2768	-54.9842	-118.145	150.311	-39.9377	165.686	-147.667
-61.7354	-160.19	0.589176	0.0454852	110.429	5.02634	165.394	-154.419	-167.385	-131.089
180.104	118.578	1.12325	2.94055	-175.73	35.8135	86.089	75.6803	-136.439	-248.455
-40.8914	-10.201	0.0710233	3.99113	-9.32193	-10.6016	198.433	28.5949	47.9687	-195.531
105.546	-65.1843	0.902078	3.30268	-154.066	-25.0353	123.336	79.0222	78.8801	-206.149
-184.935	-130.41	0.283544	1.74305	-9.53933	54.8301	190.991	168.452	-207.4	-139.254
-187.087	114.598	0.648769	2.80224	-113.342	40.0114	158.517	215.769	-197.699	-45.4775
-75.8552	-182.931	0.669411	2.49042	-98.1841	74.8212	156.002	256.374	34.623	-108.932
88.3481	-92.6167	0.924637	5.19956	74.3531	-140.351	119.783	-131.292	49.9869	-190.321
146.716	-68.1589	0.708619	4.83031	15.2305	-128.565	151.043	-69.8111	9.92413	-246.524
39.0746	166.639	0.886104	1.88375	-47.4423	146.612	125.813	-118.71	-174.404	-156.081
184.926	-46.2573	0.621591	3.87966	-85.6991	-77.9476	161.724	-56.6401	11.0122	-269.412
47.0585	119.677	1.31048	1.68428	-21.7675	190.996	51.2032	-98.5115	-192.513	-96.6762
-159.327	-136.277	0.493931	5.82017	84.3827	-42.1248	175.157	-270.763	-17.146	-99.6216
120.342	43.375	0.762257	1.90408	-44.9421	129.816	143.885	-24.5213	-61.7548	-226.988
-193.908	112.668	0.304354	0.00672259	59.6148	0.400772	189.792	-245.364	111.022	-131.682
-181.165	-76.4092	0.626027	5.75929	100.928	-58.3104	161.209	-266.271	65.5914	-55.059
-74.2775	77.7316	0.941536	1.99582	-66.3181	146.521	117.082	13.5286	-218.4	-57.0317
91.6305	-36.8552	0.383082	0.666978	58.4225	45.9988	184.515	31.1519	-22.3804	-218.765
-149.067	-73.3092	0.772931	1.24588	44.3419	131.636	142.411	-8.93408	-256.167	-38.3263
55.9896	-108.147	0.0586522	1.98016	-4.64149	10.6977	198.592	81.6055	83.6226	-201.874
-133.179	88.3209	0.187189	3.82814	-28.6338	-23.4666	195.459	185.825	38.0992	-170.675
170.939	-185.016	0.827067	4.97555	38.0846	-141.365	134.686	-186.626	-18.5108	-260.488
78.3563	178.955	0.103009	3.30155	-20.1946	-3.25814	197.88	-28.2478	-185.826	-205.937
-6.89147	-48.5331	0.821551	1.414	22.7461	143.873	135.492	24.4586	-156.088	-130.446
163.959	28.9085	0.865175	6.20463	150.964	-11.883	129.01	-42.6944	32.3586	-253.817
111.438	-101.188	0.4549	3.47013	-82.7313	-28.2026	178.704	-44.6691	91.6786	-227.666
-58.7321	-38.146	0.182349	4.59164	-4.34545	-35.8122	195.636	-26.5654	97.7449	-184.986
154.287	33.1716	1.06688	3.22902	-173.541	-15.2113	96.0575	102.223	-24.3387	-231.166
116.055	-4.85781	0.169408	2.22586	-20.4331	26.5976	196.087	-45.4049	67.0772	-215.653
187.034	-102.557	0.351562	3.09896	-68.4438	2.91948	186.767	-102.62	107.027	-251.175
-198.492	108.599	0.456157	4.80821	8.38393	-87.2288	178.594	82.6682	274.998	-91.1578
-126.619	184.275	0.921373	1.25862	48.6618	150.78	120.301	-247.548	-167.052	-19.4573
-179.54	44.4102	0.757095	0.0513785	136.45	7.01679	144.592	-269.055	30.6331	-21.2817
79.3258	-155.307	0.584214	3.65679	-95.479	-54.06	165.94	-38.6218	156.606	-209.692
 156.47	75.6415	0.375478	2.76198	-67.7591	27.0334	185.075	-95.4765	-43.3477	-242.455
99.9272	-162.392	0.151062	2.98892	-29.589	4.55291	196.669	-43.3541	170.974	-211.707
64.2079	-169.943	0.26431	2.52423	-42.377	30.0849	192.026	90.217	144.366	-208.8
126.441	-84.6941	1.05581	6.10969	170.534	-29.8871	97.9791	-123.814	-64.2858	-208.021
114.974	6.2179	0.414343	0.336097	75.6077	26.4136	182.101	21.6978	14.1666	-228.388
106.395	9.39556	0.0828551	2.20882	-9.80602	13.225	198.252	-60.8938	66.3506	-207.057
166.042	190.662	0.50027	2.61813	-82.644	47.6992	174.556	-138.849	-140.001	-254.2
-110.773	142.256	0.85236	1.19183	55.4076	139.139	130.94	-214.545	-154.247	-47.5462
41.3933	82.5962	0.423535	0.563701	69.1097	43.6854	181.357	-81.3448	46.2947	-198.369
9.55695	29.4231	0.922901	6.02107	153.204	-41.103	120.059	-140.009	68.0265	-127.679
-24.4741	-113.827	0.620417	3.38329	-112.294	-27.6818	161.86	104.384	142.967	-147.632
161.073	78.626	0.539768	3.00468	-101.283	13.954	170.651	-46.3283	-72.986	-253.433
-54.7237	115.232	0.212377	4.50555	-8.61165	-41.0385	194.465	132.374	69.7271	-182.93
